,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
720,Back Of My Hand,31.0,195133.0,0.0922,0.49,0.83,0.0,4.0,0.0719,-9.283,1.0,0.0512,162.105,4.0,0.966
721,Back Seat,22.0,185400.0,0.0317,0.7829999999999999,0.67,0.00493,10.0,0.108,-6.25,1.0,0.0377,130.002,4.0,0.944
722,Back To Back,60.5,170637.0,0.008955,0.713,0.4595,0.0,8.0,0.1165,-3.922,0.0,0.5055000000000001,173.96849999999998,4.0,0.3765
724,Back To Reality,29.0,228000.0,0.116,0.659,0.7140000000000001,0.0,8.0,0.789,-5.925,1.0,0.299,89.99799999999998,4.0,0.268
725,Back To The Crib,44.0,264920.0,0.0179,0.471,0.878,0.0,8.0,0.102,-0.79,1.0,0.36,190.213,4.0,0.5760000000000001
726,Back To The Hotel,55.0,304280.0,0.000168,0.69,0.38,0.000533,9.0,0.136,-12.845,1.0,0.0609,201.697,4.0,0.305
727,Back To You,45.333333333333336,184053.3333333333,0.0371333333333333,0.5693333333333334,0.7933333333333333,4.2e-07,3.333333333333333,0.0888333333333333,-5.812333333333334,1.0,0.0584999999999999,120.028,4.0,0.4326666666666667
728,Back To You - Joey Pecoraro Remix,66.0,226644.0,0.365,0.685,0.6579999999999999,0.133,6.0,0.333,-7.547999999999999,1.0,0.0326,102.028,4.0,0.529
729,Back To You - Riton & Kah-Lo Remix,49.0,178346.0,0.0283,0.747,0.7509999999999999,3.71e-05,6.0,0.498,-5.053,1.0,0.0342,113.001,4.0,0.772
730,Back Together,65.0,183280.0,0.239,0.777,0.579,0.0,7.0,0.105,-5.515,1.0,0.184,110.007,4.0,0.413
731,Back Up Kid,11.0,193640.0,0.0135,0.594,0.6729999999999999,0.00792,7.0,0.388,-7.217,1.0,0.2,159.88,4.0,0.45
732,Back for More,0.0,202560.0,6.81e-06,0.452,0.996,1.99e-06,9.0,0.22,-2.342,1.0,0.114,152.01,4.0,0.168
734,Back to You,12.0,195000.0,0.0897,0.499,0.94,7.28e-05,0.0,0.109,-2.741,1.0,0.0332,112.02,4.0,0.477
735,Back to You (feat. Bebe Rexha & Digital Farm Animals),79.0,190427.0,0.207,0.6829999999999999,0.53,0.0,5.0,0.394,-4.918,0.0,0.142,75.016,4.0,0.645
737,Backbreaker,54.0,170474.0,0.000106,0.388,0.983,1.33e-06,1.0,0.157,-4.073,1.0,0.168,159.922,4.0,0.345
739,Backseat Falling,36.0,163293.0,0.279,0.659,0.765,0.0,4.0,0.123,-3.869,0.0,0.0334,104.025,4.0,0.573
743,Bad At Love,81.0,181279.0,0.0604,0.675,0.7509999999999999,0.0,0.0,0.0893,-3.539,1.0,0.0296,118.384,4.0,0.612
744,Bad At Love - Recorded at Sound Stage Studios Nashville,66.0,181000.0,0.292,0.767,0.677,0.0,5.0,0.292,-4.668,1.0,0.0332,119.954,4.0,0.591
745,Bad Bitch (feat. Ty Dolla $ign),72.0,197253.0,0.0283,0.6559999999999999,0.615,0.0,5.0,0.234,-6.252000000000002,1.0,0.0539,139.91,4.0,0.366
746,Bad Boy,76.0,210817.0,0.191,0.7140000000000001,0.736,0.0,2.0,0.0553,-3.801,1.0,0.0457,149.985,4.0,0.8140000000000001
747,Bad Breath,28.0,167933.0,0.7659999999999999,0.7170000000000001,0.604,0.0101,5.0,0.0828,-8.984,1.0,0.0562,141.627,4.0,0.889
749,Bad Day,62.5,233779.5,0.359,0.591,0.726,0.0016982,3.0,0.1589999999999999,-5.682,1.0,0.02995,140.03699999999998,4.0,0.525
752,Bad Habits,39.0,242000.0,0.000542,0.311,0.565,0.0359,6.0,0.155,-6.419,1.0,0.0405,138.293,5.0,0.291
753,Bad Liar,78.0,214647.0,0.189,0.965,0.414,0.0,1.0,0.0767,-6.408,1.0,0.0713,121.032,4.0,0.728
754,Bad Listener,55.0,208688.0,0.00405,0.585,0.975,0.0,4.0,0.5710000000000001,-3.891,1.0,0.0575,112.506,4.0,0.298
755,Bad Loves Company,41.0,233933.0,0.0136,0.655,0.706,0.0,4.0,0.506,-6.702000000000001,0.0,0.274,86.10600000000002,4.0,0.289
757,Bad Moon Rising,71.0,141600.0,0.0543,0.6409999999999999,0.774,1.05e-05,2.0,0.0473,-5.916,1.0,0.0278,89.787,4.0,0.942
758,Bad News,52.0,205226.0,0.0275,0.705,0.612,0.0,1.0,0.0892,-5.881,1.0,0.0599,95.021,4.0,0.26
759,Bad Romance,55.2,291181.0,0.045758,0.6904,0.8806,3.01e-05,1.8,0.0819,-4.1734,0.8,0.03922,119.2106,4.0,0.6744
760,Bad Self Portraits,2.0,204786.0,0.449,0.56,0.593,2.68e-06,8.0,0.124,-5.415,0.0,0.0418,168.037,4.0,0.693
761,Bad Vibes Forever,39.0,219480.0,0.655,0.78,0.654,0.0,5.0,0.128,-7.104,0.0,0.154,140.058,4.0,0.528
762,Bad Vibrations,60.0,199379.0,0.00417,0.768,0.589,2.67e-05,8.0,0.136,-8.991,0.0,0.0403,97.979,4.0,0.757
763,Bad and Boujee (feat. Lil Uzi Vert),79.0,343150.0,0.061,0.927,0.665,0.0,11.0,0.123,-5.313,1.0,0.244,127.076,4.0,0.175
764,Bad for Me,48.0,236355.0,0.216,0.482,0.7170000000000001,0.0,9.0,0.354,-5.86,0.0,0.189,143.097,4.0,0.355
765,Badman Riddim (Jump) - Radio Edit,6.0,166520.0,0.00445,0.7140000000000001,0.938,0.000136,8.0,0.308,-5.379,0.0,0.182,129.024,4.0,0.61
767,"Bag Of Money (feat. Rick Ross, Meek Mill & T-Pain)",48.0,247293.0,0.0379,0.536,0.56,0.0,8.0,0.114,-5.667999999999998,1.0,0.26,139.91,4.0,0.279
768,Baghdad Bushes,47.0,192000.0,0.295,0.8240000000000001,0.8290000000000001,0.000193,1.0,0.555,-7.202000000000001,1.0,0.263,143.028,4.0,0.733
769,Bahar,29.0,309306.0,0.143,0.74,0.515,0.0,9.0,0.047,-12.797,0.0,0.127,155.305,3.0,0.89
770,"Baila - from the film ""Music of the Heart""",39.0,234600.0,0.00289,0.65,0.952,9.19e-06,2.0,0.153,-5.698,1.0,0.0384,130.0,4.0,0.601
771,Baila Casanova,43.0,216200.0,0.0439,0.705,0.901,0.0,2.0,0.316,-5.438,0.0,0.0645,118.77,4.0,0.816
772,Baila Morena - Original Reggaeton Mix,67.0,187080.0,0.214,0.7829999999999999,0.8240000000000001,0.0,0.0,0.102,-4.973,1.0,0.123,93.998,4.0,0.726
773,Baila como hombre,51.0,205000.0,0.5710000000000001,0.711,0.528,0.0,9.0,0.489,-7.341,0.0,0.0408,110.162,4.0,0.6559999999999999
774,Bailamos - Wild Wild West/Soundtrack Version,58.0,214066.0,0.0606,0.64,0.873,0.00159,7.0,0.151,-4.513999999999999,1.0,0.0409,99.898,4.0,0.544
775,Bailando,10.0,226173.0,0.058,0.615,0.99,6.18e-05,8.0,0.129,-3.42,0.0,0.0686,132.829,4.0,0.7929999999999999
776,Bailando - Spanish Version,71.0,243413.0,0.0426,0.723,0.777,3.68e-06,7.0,0.0451,-3.503,1.0,0.108,91.017,4.0,0.961
777,Bailando Como Mono,46.0,186848.0,0.0209,0.6779999999999999,0.648,0.0,7.0,0.175,-6.518,1.0,0.0312,114.95,4.0,0.971
778,Bailando Todo Se Olvida,0.0,189386.0,0.233,0.76,0.966,0.0,7.0,0.346,-3.013,0.0,0.0574,105.528,4.0,0.917
779,Bailando por el Mundo,63.0,195240.0,0.0316,0.698,0.865,0.0,4.0,0.307,-4.083,0.0,0.0418,130.004,4.0,0.969
780,Bailar,66.0,160304.0,0.0249,0.75,0.8909999999999999,6.48e-06,9.0,0.0569,-3.738,1.0,0.227,128.065,4.0,0.5529999999999999
781,"Bailar Bien, Bailar Mal",51.0,225920.0,0.0401,0.737,0.65,0.000122,10.0,0.238,-8.806000000000003,1.0,0.0453,93.009,4.0,0.812
782,Baile Mi Mambo,24.0,187000.0,0.774,0.687,0.512,0.0328,8.0,0.22,-10.49,1.0,0.0492,123.494,4.0,0.961
783,Bailemos,19.0,230011.0,0.0671,0.6779999999999999,0.5539999999999999,0.0,5.0,0.147,-8.032,0.0,0.0291,104.946,4.0,0.51
784,Bajen Pa' Aca,58.0,291868.0,0.5379999999999999,0.624,0.539,9.5e-05,1.0,0.415,-6.306,1.0,0.245,170.206,4.0,0.142
785,Bajito,60.0,213479.0,0.0177,0.644,0.619,0.0,8.0,0.097,-6.38,1.0,0.284,176.243,4.0,0.745
786,Bak Pak,54.0,85063.0,0.937,0.711,0.387,0.8420000000000001,10.0,0.116,-14.536,0.0,0.231,79.027,4.0,0.598
788,Balenciaga,76.0,223500.0,0.0552,0.7559999999999999,0.436,1.27e-05,11.0,0.0699,-9.683,0.0,0.0848,159.99200000000005,4.0,0.34
789,Balenciaga Challenge (feat. Offset),78.0,187216.0,0.128,0.746,0.404,2.05e-05,10.0,0.19,-9.849,0.0,0.403,142.91299999999995,4.0,0.6859999999999999
790,Ball And Chain,37.0,241560.0,0.0547,0.363,0.5329999999999999,0.0,0.0,0.115,-7.256,0.0,0.0297,73.741,4.0,0.222
791,Ball For Me (feat. Nicki Minaj),86.0,206266.0,0.493,0.792,0.56,0.0,9.0,0.0849,-4.125,1.0,0.225,134.04399999999998,4.0,0.505
792,Ball Out (feat. ALLBLACK),49.0,127608.0,0.153,0.546,0.556,0.0,0.0,0.105,-9.691,1.0,0.441,207.523,5.0,0.353
793,Ballad Of Forty Dollars,32.0,183400.0,0.334,0.6,0.843,0.0,2.0,0.346,-7.489,1.0,0.0462,115.081,4.0,0.866
794,Ballad of a Teenage Queen,49.0,130826.0,0.583,0.6779999999999999,0.407,0.0,3.0,0.121,-11.037,0.0,0.055,97.957,4.0,0.6409999999999999
795,Ballad of the Dying Man,52.0,290736.0,0.848,0.399,0.443,0.000406,5.0,0.0899,-9.168,1.0,0.0272,139.643,4.0,0.265
796,Baller Alert (feat. Kash Doll),47.0,189714.0,0.217,0.917,0.757,2.19e-05,11.0,0.103,-8.075,0.0,0.298,104.958,4.0,0.398
797,Ballin,55.0,213000.0,0.163,0.705,0.371,1.12e-06,8.0,0.0718,-9.398,1.0,0.157,74.931,4.0,0.541
798,Bambi,65.0,194400.0,0.0661,0.7390000000000001,0.471,9.78e-05,8.0,0.116,-8.456,1.0,0.0436,90.00200000000002,4.0,0.31
799,Bambini,15.0,162187.0,0.000763,0.477,0.916,0.684,1.0,0.124,-4.94,1.0,0.037,127.988,4.0,0.112
800,Bamboleo,54.0,203173.0,0.414,0.6709999999999999,0.884,0.00015,6.0,0.0701,-9.267,0.0,0.0586,119.574,4.0,0.933
801,Banana Clip - Spanish Version,57.0,202373.0,0.107,0.398,0.66,0.0,1.0,0.121,-5.626,0.0,0.12,83.82799999999997,4.0,0.7190000000000001
802,Banana Papaya,56.0,178946.0,0.036,0.813,0.784,1.44e-06,9.0,0.0843,-5.7410000000000005,0.0,0.0869,97.003,4.0,0.453
803,Band On The Run - Remastered 2010,50.0,313026.0,0.0832,0.479,0.601,0.0014199999999999,7.0,0.11,-8.806000000000003,1.0,0.0318,124.966,4.0,0.669
805,Bandera,22.0,157106.0,0.278,0.754,0.779,0.0,0.0,0.147,-5.476,1.0,0.0318,130.028,4.0,0.908
806,Bandera Blanca,26.0,313760.0,0.347,0.456,0.755,0.0,5.0,0.605,-5.642,1.0,0.0608,143.489,4.0,0.312
811,Bang,8.5,178996.5,0.0511999999999999,0.8035,0.924,0.46055,4.0,0.1525,-6.468500000000001,1.0,0.262,143.05200000000002,4.0,0.5980000000000001
813,Bang Bang - 3LAU Remix,8.0,186333.0,0.0137,0.6609999999999999,0.8740000000000001,2.38e-06,7.0,0.385,-3.326,0.0,0.0469,127.968,4.0,0.428
814,Bang Bang - Hard Trap Beat Mix,33.0,236264.0,0.00682,0.8270000000000001,0.451,0.8059999999999999,9.0,0.0958,-10.387,1.0,0.0982,124.007,4.0,0.193
815,Bang Boom,33.0,180053.0,0.141,0.809,0.82,4.5e-05,0.0,0.148,-4.7410000000000005,1.0,0.143,87.941,4.0,0.718
816,Bang a Gong (Get It On) - Remastered Version,62.0,267000.0,0.157,0.7290000000000001,0.818,0.285,2.0,0.195,-9.992,1.0,0.0732,125.811,4.0,0.907
817,Banged Up (feat. Mr. Capone-E),41.0,243306.0,0.0497,0.8690000000000001,0.589,0.0,1.0,0.0597,-4.665,1.0,0.136,95.029,4.0,0.159
818,Banging (feat. Mozzy),48.0,177031.0,0.226,0.725,0.499,0.0,8.0,0.131,-5.841,1.0,0.386,81.306,4.0,0.325
820,Bank Roll (feat. YBN Nahmir),45.0,154453.0,0.242,0.828,0.775,0.0,11.0,0.203,-7.181,0.0,0.265,99.959,4.0,0.7509999999999999
821,Bankroll,47.0,161982.0,0.00208,0.799,0.5379999999999999,0.0,7.0,0.13,-6.7810000000000015,0.0,0.395,160.024,4.0,0.447
823,Bap U,64.0,153696.0,0.0251,0.674,0.943,0.000405,6.0,0.108,-3.343,1.0,0.038,100.001,4.0,0.398
824,Barbara Ann,2.0,136765.0,0.74,0.242,0.556,0.0,5.0,0.216,-9.336,1.0,0.0413,163.339,4.0,0.653
825,Barbie Dreams,79.6,279866.0,0.3134,0.8544,0.787,0.0,8.0,0.194,-4.134,0.0,0.334,87.99759999999999,4.0,0.7018000000000001
826,Barbie Girl,63.0,197773.0,0.0146,0.8140000000000001,0.955,0.283,1.0,0.218,-5.905,0.0,0.0377,129.99200000000002,4.0,0.963
827,Barbra Streisand,47.0,140620.0,0.00283,0.764,0.925,0.171,1.0,0.194,-1.969,1.0,0.0762,127.95,4.0,0.586
828,Barely Breathing,61.0,254546.0,0.0281,0.482,0.807,0.0,0.0,0.177,-6.976,1.0,0.0457,187.918,4.0,0.516
829,Bark at the Moon,65.0,257120.0,0.00253,0.303,0.961,6.2e-05,9.0,0.132,-5.332999999999998,0.0,0.243,146.591,4.0,0.305
831,Barstool Mountain,24.0,169000.0,0.23,0.73,0.225,4.27e-06,2.0,0.258,-15.429,1.0,0.032,123.61,4.0,0.596
832,Bartender's Blues,28.0,223200.0,0.637,0.556,0.207,1.37e-06,9.0,0.228,-16.11,1.0,0.0334,86.68299999999998,3.0,0.267
833,Bartier Cardi (feat. 21 Savage),37.0,224613.0,0.000998,0.908,0.534,0.00149,8.0,0.354,-7.686,1.0,0.254,138.049,4.0,0.0819
835,Bashment Ting,53.0,160312.0,0.00492,0.775,0.987,0.0,8.0,0.11,-2.563,1.0,0.126,128.105,4.0,0.186
836,Basinskitarian,43.0,215348.0,0.222,0.585,0.747,0.965,0.0,0.118,-8.277000000000001,0.0,0.038,119.997,4.0,0.284
838,Bassment Jazz,50.0,157377.0,0.733,0.72,0.682,6.330000000000001e-05,10.0,0.109,-8.246,0.0,0.145,86.99600000000002,4.0,0.569
839,Bassride,62.0,154013.0,0.0158,0.61,0.996,0.883,0.0,0.682,-3.261,1.0,0.0704,128.032,4.0,0.413
840,Basta De Tu Amor,34.0,233313.0,0.589,0.5710000000000001,0.759,0.000274,9.0,0.314,-6.18,1.0,0.0402,106.034,4.0,0.633
841,Bat Country,69.0,311813.0,0.000248,0.541,0.968,8.28e-06,0.0,0.423,-4.129,1.0,0.0396,125.04,4.0,0.505
842,Bat Out of Hell,52.0,293426.0,0.412,0.225,0.687,0.0014199999999999,5.0,0.147,-10.236,1.0,0.0462,173.49400000000003,4.0,0.611
843,Batida diferente,41.0,314546.0,0.8240000000000001,0.723,0.341,0.912,8.0,0.168,-16.29,1.0,0.13,91.704,4.0,0.88
844,Battery Acid,51.0,171911.0,0.8220000000000001,0.331,0.578,1.06e-05,5.0,0.17,-12.313,0.0,0.245,77.992,4.0,0.56
845,Battle,0.0,232500.0,0.0376,0.579,0.523,0.8059999999999999,7.0,0.1689999999999999,-9.707,1.0,0.329,120.004,3.0,0.182
846,Battle Cry,44.0,151746.0,0.00626,0.418,0.438,0.883,7.0,0.181,-8.222000000000001,1.0,0.0373,134.762,4.0,0.408
847,Battosai,44.0,245821.0,0.368,0.7290000000000001,0.7240000000000001,4.370000000000001e-05,1.0,0.102,-6.533,1.0,0.0376,110.115,4.0,0.148
849,Baíle de Favela,52.0,236000.0,0.000405,0.546,0.8290000000000001,0.7040000000000001,7.0,0.144,-9.006,1.0,0.0694,125.943,4.0,0.578
850,Be (Intro),51.0,144200.0,0.256,0.634,0.733,0.0,7.0,0.394,-8.532,0.0,0.15,93.694,4.0,0.199
852,Be Faithful,56.0,165480.0,0.000963,0.6459999999999999,0.716,0.0,7.0,0.368,-6.474,1.0,0.294,101.173,4.0,0.616
853,Be Home Soon,38.0,220871.0,0.596,0.575,0.493,0.337,11.0,0.0872,-14.726,1.0,0.0533,98.992,3.0,0.439
854,Be Legendary,58.0,203273.0,4.81e-05,0.547,0.944,0.0451,4.0,0.195,-3.304,0.0,0.0507,93.966,4.0,0.364
855,Be Like That (Remix),45.0,234146.0,0.446,0.8109999999999999,0.5579999999999999,0.000939,4.0,0.121,-8.682,0.0,0.119,122.923,4.0,0.159
856,Be Man Nagoo Dooset Daram,23.0,254106.0,0.989,0.389,0.25,0.126,7.0,0.248,-13.595999999999998,0.0,0.0466,181.563,3.0,0.523
857,Be Mine,75.0,161322.0,0.194,0.779,0.6659999999999999,0.000556,5.0,0.0576,-7.3610000000000015,1.0,0.0482,123.024,4.0,0.507
858,Be My Baby,60.0,174942.75,0.1541249999999999,0.5387500000000001,0.72325,1.8525e-06,3.75,0.08915,-6.83425,0.75,0.0404,133.51275,4.0,0.722
859,Be My Husband,47.0,193960.0,0.629,0.866,0.193,0.0,1.0,0.0774,-11.041,1.0,0.188,80.053,4.0,0.329
860,Be Real,65.0,226222.0,0.653,0.7859999999999999,0.581,0.00144,2.0,0.0693,-9.401,1.0,0.0773,99.995,4.0,0.687
862,Be Right There,10.0,237051.0,0.00259,0.695,0.797,0.112,7.0,0.664,-5.199,1.0,0.0548,124.972,4.0,0.297
864,Be The One,75.0,202914.0,0.117,0.6609999999999999,0.6509999999999999,1.32e-05,7.0,0.056,-3.771,0.0,0.0499,87.46,4.0,0.368
866,Be Your Man,28.0,203817.0,0.909,0.6859999999999999,0.203,0.0,9.0,0.106,-10.89,0.0,0.0493,79.902,4.0,0.339
867,Be-Bop-A-Lula,48.5,156756.0,0.4175,0.6,0.549,0.0,9.0,0.2224999999999999,-10.5025,1.0,0.04345,126.8545,3.5,0.842
868,Beacon of Faith,34.0,140946.0,2.42e-06,0.0874,0.963,0.685,1.0,0.265,-4.255,1.0,0.142,195.914,4.0,0.205
869,Beads,4.0,188701.0,0.2,0.578,0.691,2.69e-05,6.0,0.0951,-7.165,0.0,0.0373,117.007,3.0,0.436
870,Beast,62.0,260224.0,0.0256,0.892,0.46,0.0,1.0,0.147,-7.814,1.0,0.0997,136.964,4.0,0.093
871,Beast Of Burden - Remastered,52.5,265173.0,0.4,0.7865,0.8734999999999999,0.000572,1.0,0.0388,-3.8485,0.0,0.0318,100.635,4.0,0.8505
872,Beastmode,61.0,192904.0,0.0207,0.665,0.973,0.8390000000000001,1.0,0.0381,-2.112,0.0,0.26,160.018,3.0,0.135
873,Beat Bop,35.0,370533.0,0.441,0.813,0.45,0.0,9.0,0.31,-14.59,0.0,0.349,90.859,4.0,0.8270000000000001
874,Beat Drop,22.0,228597.0,0.356,0.7959999999999999,0.452,0.0111,8.0,0.241,-8.578,1.0,0.0934,105.956,4.0,0.185
875,Beat It,21.0,229400.0,0.0195,0.557,0.936,1.5e-06,0.0,0.305,-3.694,1.0,0.0681,149.954,4.0,0.841
876,Beat It - Single Version,71.66666666666667,257950.66666666663,0.0509,0.781,0.867,1.1993333333333333e-05,3.0,0.211,-3.7433333333333336,0.0,0.0477,138.85866666666666,4.0,0.9023333333333332
877,Beat The Odds (feat. YFN Lucci),63.0,178760.0,0.417,0.812,0.5770000000000001,0.0,8.0,0.109,-6.132999999999999,0.0,0.366,150.043,4.0,0.469
878,Beat of My Drum,7.0,205229.0,0.0533,0.747,0.911,0.0,4.0,0.0706,-2.992,1.0,0.058,120.042,4.0,0.906
880,Beats Knockin (feat. Fly Boi Keno),61.0,173077.0,0.0118,0.8140000000000001,0.951,0.0,11.0,0.628,-1.981,1.0,0.0715,104.003,4.0,0.264
883,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,64.0,187868.0,0.0611,0.69,0.862,1.85e-05,2.0,0.238,-4.154,1.0,0.0944,121.975,4.0,0.453
884,Beautiful Crazy (feat. Leon Bridges) - Live,60.0,186419.0,0.623,0.41,0.485,0.0,11.0,0.196,-6.362,1.0,0.0284,149.882,3.0,0.23
885,Beautiful Girl,45.333333333333336,207546.0,0.0187,0.6750000000000002,0.6659999999999999,0.6920000000000001,11.0,0.112,-6.067,1.0,0.027,120.558,4.0,0.434
886,Beautiful Girl - Tube & Berger Remix,24.0,414305.0,0.061,0.838,0.368,0.588,4.0,0.127,-12.906,0.0,0.0501,122.007,3.0,0.299
888,Beautiful Heartbeat,44.0,201350.0,0.156,0.32,0.575,0.000355,2.0,0.0563,-8.597000000000001,0.0,0.0824,78.306,4.0,0.12
889,Beautiful Hell,52.0,176167.0,0.936,0.526,0.293,0.000314,11.0,0.088,-12.358,0.0,0.0322,120.05,4.0,0.144
891,Beautiful Ones (Remastered),52.0,230866.0,0.0489,0.536,0.985,0.0,8.0,0.369,-4.982,0.0,0.0395,99.082,4.0,0.826
892,Beautiful Spring,57.0,160671.0,0.995,0.718,0.0209,0.963,0.0,0.11,-22.387,1.0,0.0833,127.956,4.0,0.354
893,Beautiful Undone,43.0,203360.0,0.8640000000000001,0.357,0.327,0.0,10.0,0.0761,-11.403,0.0,0.0402,179.679,4.0,0.0832
895,Bebey (feat. Giggs) [SN1 Road Mix],62.0,257259.0,0.5589999999999999,0.645,0.667,4.35e-06,5.0,0.097,-5.72,0.0,0.151,164.012,4.0,0.7509999999999999
896,Bebochicochuchoturo,34.0,536309.0,0.0125,0.395,0.741,0.909,2.0,0.0727,-9.294,1.0,0.0588,139.079,4.0,0.465
897,Because I Love You,2.0,260026.0,0.6659999999999999,0.402,0.351,0.0,1.0,0.13,-10.281,1.0,0.033,125.471,4.0,0.0931
900,Become a Machine,44.0,192436.0,4.98e-05,0.303,0.987,0.144,6.0,0.253,-3.136,1.0,0.1689999999999999,147.463,4.0,0.272
901,Becoming the Bull,53.0,220600.0,0.000494,0.478,0.943,1.2e-05,8.0,0.128,-3.498,1.0,0.0826,95.032,4.0,0.439
903,Beds Are Burning - Remastered,66.0,258173.0,0.00539,0.754,0.496,0.000152,0.0,0.0871,-8.7,1.0,0.0351,119.186,4.0,0.341
904,Bee-Sting,63.0,214432.0,0.0457,0.65,0.866,0.0,11.0,0.0682,-3.713,1.0,0.0343,115.001,4.0,0.7170000000000001
905,Beechwood,30.0,227532.0,0.051,0.862,0.521,6.8e-06,2.0,0.112,-8.299,0.0,0.45,153.918,3.0,0.398
906,Been Calling,60.0,196800.0,0.201,0.743,0.7,0.0,5.0,0.252,-6.108,1.0,0.0707,125.048,5.0,0.6779999999999999
907,Been Hot (feat. O.T. Genasis),47.0,165096.0,0.0927,0.932,0.6629999999999999,0.0,2.0,0.147,-6.372000000000001,1.0,0.467,99.003,4.0,0.5660000000000001
909,Before He Cheats,44.5,152479.5,0.4295,0.4385,0.778,0.0,3.5,0.4695,-3.534,0.0,0.09025,113.487,4.0,0.4
910,Before I Knew What Love Was,50.0,303226.0,0.182,0.243,0.851,0.0176,4.0,0.294,-3.516,1.0,0.0624,163.972,4.0,0.327
913,Begin (feat. Wales),64.0,242859.0,0.815,0.601,0.499,0.7120000000000001,6.0,0.109,-11.130999999999998,1.0,0.0343,96.981,4.0,0.531
914,Beginnings,59.0,73777.0,0.7879999999999999,0.612,0.183,0.599,6.0,0.108,-15.316,0.0,0.113,69.987,5.0,0.519
916,Beige,54.5,192104.0,0.434,0.55,0.5955,0.0343594999999999,5.0,0.1134999999999999,-8.526,0.5,0.0902,133.526,4.0,0.1674999999999999
917,Being Boiled - Fast Version / 2003 Digital Remaster,43.0,234040.0,0.338,0.8640000000000001,0.755,0.0483,11.0,0.0595,-6.827000000000001,0.0,0.101,98.815,4.0,0.327
919,Believe,71.0,233523.5,0.08815,0.6135,0.8765000000000001,0.0,6.25,0.0739249999999999,-6.2555,0.75,0.0605,130.63875,4.0,0.45475
920,Believe - Radio Edit,40.0,208124.0,0.0256,0.514,0.841,4.18e-05,6.0,0.109,-4.537,1.0,0.0475,127.972,4.0,0.442
921,Believe Me,40.0,211026.0,0.206,0.833,0.605,0.0,4.0,0.156,-5.042,0.0,0.0414,96.032,4.0,0.479
923,Bella,53.5,204375.5,0.4725,0.7725,0.7825,0.0002365,5.5,0.1375,-5.0405,0.0,0.1905,99.038,4.0,0.6455
924,Bella Ciao,71.0,203769.0,0.00214,0.616,0.892,0.000186,4.0,0.227,-4.688,0.0,0.0462,129.991,4.0,0.235
925,Bella Señora,33.5,281233.0,0.3185,0.8739999999999999,0.8075000000000001,0.0,1.0,0.254,-9.1145,1.0,0.03565,120.9675,4.0,0.958
927,Bella y Sensual,78.0,204700.0,0.228,0.635,0.713,0.0,11.0,0.0506,-6.909,1.0,0.0937,179.864,4.0,0.7490000000000001
928,Belong,50.5,184949.0,0.321,0.6805000000000001,0.796,0.4480007849999999,6.0,0.1064,-4.702,0.5,0.05225,117.962,4.0,0.486
929,Belong To U,44.0,202574.0,0.586,0.633,0.765,6.890000000000001e-05,1.0,0.0966,-5.732,1.0,0.0474,100.934,4.0,0.489
930,Belong To You (feat. 6LACK) - Remix [Bonus Track],70.0,185617.0,0.274,0.605,0.5529999999999999,0.0152,10.0,0.184,-10.845,0.0,0.101,152.076,4.0,0.62
931,Bemba Colora,15.0,210400.0,0.775,0.455,0.564,0.03,5.0,0.249,-7.404,0.0,0.0331,143.855,4.0,0.85
932,Bembé,33.0,265006.0,0.0214,0.653,0.893,0.0,2.0,0.228,-4.395,0.0,0.053,127.992,4.0,0.262
933,Bemoon Ta Bemoonam,19.0,174506.0,0.907,0.526,0.531,0.0,5.0,0.248,-6.823,1.0,0.0611,180.033,3.0,0.807
934,Bend Down Pause,50.0,197276.0,0.22,0.895,0.956,0.0,4.0,0.34,-2.599,1.0,0.182,100.03,4.0,0.8140000000000001
936,Bendicion Mami,18.0,281666.0,0.00913,0.628,0.805,0.0,10.0,0.252,-5.908,0.0,0.324,158.42700000000005,4.0,0.379
938,Benz Truck (гелик),78.0,159986.0,0.0498,0.602,0.762,0.00819,2.0,0.121,-6.149,0.0,0.0347,92.02,4.0,0.112
939,Berzerk,16.0,238653.0,0.0261,0.727,0.873,0.0,2.0,0.246,-4.0710000000000015,1.0,0.338,95.122,4.0,0.674
940,Besame Mucho,6.25,228003.25,0.70775,0.6245,0.4465,0.05625,4.5,0.11875,-11.36375,0.25,0.0413,140.4085,4.0,0.75675
941,Besitos,53.0,264657.0,0.000158,0.434,0.907,2.51e-06,6.0,0.321,-3.967,1.0,0.0468,150.046,4.0,0.391
942,Beso A Beso... Dulcemente,34.5,252213.0,0.578,0.416,0.499,0.0,1.0,0.163,-6.7360000000000015,1.0,0.03,126.918,4.0,0.439
943,Best,47.0,199384.0,0.0692,0.769,0.506,2.1e-06,0.0,0.071,-8.079,1.0,0.0421,129.97899999999998,4.0,0.4920000000000001
944,Best Day Of My Life,50.0,194166.5,0.0577,0.6729999999999999,0.9015,0.0003545,2.0,0.0644,-2.3785,1.0,0.03475,100.009,4.0,0.512
945,Best Days - Acoustic,49.0,179063.0,0.919,0.655,0.127,0.0,5.0,0.105,-11.036,1.0,0.0467,150.407,4.0,0.436
